城市地址,商铺网址,商铺名称,商品编号,商铺星级,所在区域名称,分类名称,口味评分,环境评分,服务评分,人均消费
南京,http://www.dianping.com/shop/2867470,小潘记鸭血粉丝汤,2867470,45,珠江路沿线,快餐简餐,8.9,8.0,8.2,24
南京,http://www.dianping.com/shop/133005142,夏问水产 海鲜自助,133005142,50,新街口地区,自助餐,9.1,9.1,9.1,293
南京,http://www.dianping.com/shop/538103,清真·安乐园菜馆,538103,45,新街口地区,特色菜,8.5,8.0,7.8,46
南京,http://www.dianping.com/shop/1619948211,窑滚面包专门店,1619948211,45,夫子庙地区,面包烘焙,8.8,8.7,8.7,27
南京,http://www.dianping.com/shop/9743357,新疆玉石买买提烧烤,9743357,40,南京南站/明发,烧烤烤串,8.5,7.5,7.8,39
南京,http://www.dianping.com/shop/538595,芳婆糕团店,538595,40,新街口地区,面包烘焙,8.3,7.3,7.5,13
南京,http://www.dianping.com/shop/1951538789,无双包子粥铺,1951538789,40,新街口地区,包子,8.2,8.2,8.1,12
南京,http://www.dianping.com/shop/18103633,顾家包子,18103633,40,升州路/集庆路,包子,8.5,7.5,8.2,28
南京,http://www.dianping.com/shop/93765829,袁亮宏専業餃子雲吞,93765829,45,常府街/长白街,饺子,9.0,8.7,8.5,31
南京,http://www.dianping.com/shop/58948534,三姐酒酿,58948534,45,常府街/长白街,小吃快餐,8.7,8.2,8.4,16
南京,http://www.dianping.com/shop/2533759,清真·金宏兴鸭子店,2533759,40,新街口地区,熟食熏酱,8.4,7.8,8.2,41
南京,http://www.dianping.com/shop/92923829,千裡酥,92923829,40,鼓楼区,面包烘焙,8.3,8.4,8.5,35
南京,http://www.dianping.com/shop/1325820048,芋见他,1325820048,45,新街口地区,甜品,8.8,8.6,8.6,30
南京,http://www.dianping.com/shop/538667,章云板鸭,538667,45,升州路/集庆路,熟食熏酱,8.4,7.7,8.0,40
南京,http://www.dianping.com/shop/129853520,LeTAO小樽洋菓子铺,129853520,45,新街口地区,甜品,8.7,8.8,8.7,91
南京,http://www.dianping.com/shop/103624932,Lady M,103624932,40,新街口地区,甜品,8.4,8.6,8.5,86
南京,http://www.dianping.com/shop/32301602,杨记宫廷桃酥王,32301602,40,珠江路沿线,面包烘焙,8.0,8.2,8.1,31
南京,http://www.dianping.com/shop/122862629,首尔大排档,122862629,45,新街口地区,韩国料理,8.7,9.0,9.1,108
南京,http://www.dianping.com/shop/23559277,n遇见拿破仑,23559277,50,升州路/集庆路,面包烘焙,9.0,9.0,9.0,42
南京,http://www.dianping.com/shop/98636982,付小姐在成都,98636982,50,新街口地区,串串香,9.0,8.9,9.1,79
南京,http://www.dianping.com/shop/106443965,REAL BREAD CAFE,106443965,45,新街口地区,咖啡厅,8.8,8.8,9.0,44
南京,http://www.dianping.com/shop/91647512,清真·金同记Halal JINTongji,91647512,45,夫子庙地区,小吃,8.7,8.6,8.7,24
南京,http://www.dianping.com/shop/130876496,禾牛社·东京和牛自助火锅,130876496,50,夫子庙地区,自助餐,9.0,9.0,9.1,134
南京,http://www.dianping.com/shop/132159235,Lady Pineapple,132159235,45,应天大街/文体路,面包烘焙,8.6,9.0,8.8,43
南京,http://www.dianping.com/shop/2580055,金陵杨家馄饨店,2580055,40,新街口地区,馄饨|抄手|扁食,8.4,7.6,7.9,11
南京,http://www.dianping.com/shop/4513244,彩霞街炸鸡店,4513244,40,升州路/集庆路,炸鸡炸串,8.3,7.6,8.6,16
南京,http://www.dianping.com/shop/97220720,Whisper studio薇语花艺烘焙工作室,97220720,50,百家湖,面包烘焙,9.2,9.2,9.2,251
南京,http://www.dianping.com/shop/69076397,幸福朝食部,69076397,50,珠江路沿线,甜品,9.0,9.1,9.0,74
南京,http://www.dianping.com/shop/48409302,桂满陇-天书,48409302,45,新街口地区,浙菜,8.7,9.1,8.9,90
南京,http://www.dianping.com/shop/2541685,云中食品店,2541685,45,南大/南师大,面包烘焙,8.4,8.2,7.9,38
南京,http://www.dianping.com/shop/1857152436,宴誉恋海·海鲜美学自助,1857152436,45,新街口地区,自助餐,9.1,9.0,9.0,283
南京,http://www.dianping.com/shop/16959132,华成油鸡卤菜店,16959132,45,升州路/集庆路,熟食熏酱,8.8,7.7,8.6,31
南京,http://www.dianping.com/shop/6298752,黑皮酸菜鱼,6298752,45,升州路/集庆路,酸菜鱼/水煮鱼,8.5,7.2,7.8,46
南京,http://www.dianping.com/shop/4521518,陶记正宗德州扒鸡,4521518,45,常府街/长白街,熟食熏酱,8.6,8.1,8.4,12
南京,http://www.dianping.com/shop/1957810,汪家馄饨,1957810,45,升州路/集庆路,馄饨|抄手|扁食,8.4,7.7,7.9,13
南京,http://www.dianping.com/shop/124629003,春天的初心 SUMMER LUCKY,124629003,45,南京南站/明发,火锅,8.5,9.1,8.6,101
南京,http://www.dianping.com/shop/93422844,陈老二鸭血粉丝汤,93422844,45,西善桥,快餐简餐,8.8,7.6,8.3,14
南京,http://www.dianping.com/shop/19828496,香格里拉大酒店·江南灶中餐厅,19828496,50,新模范马路,淮扬菜,9.0,9.0,8.6,250
南京,http://www.dianping.com/shop/59186516,猫抓烤肉,59186516,50,新街口地区,韩国料理,9.1,9.1,9.2,101
南京,http://www.dianping.com/shop/132263697,DOGTOWN BURGER,132263697,40,珠江路沿线,西式快餐,8.4,8.5,8.5,70
南京,http://www.dianping.com/shop/8053227,老头爱马仕酸豇豆炒饭,8053227,40,新街口地区,快餐简餐,8.1,7.5,7.8,29
南京,http://www.dianping.com/shop/4656686,陈家鸭子,4656686,40,莫愁湖/水西门,熟食熏酱,8.4,7.7,8.0,32
南京,http://www.dianping.com/shop/96717525,逆鳞,96717525,50,升州路/集庆路,日本料理,9.0,9.0,9.0,132
南京,http://www.dianping.com/shop/130320079,川浦,130320079,50,夫子庙地区,川菜家常菜,9.0,9.2,9.1,85
南京,http://www.dianping.com/shop/130072937,OK CAKE,130072937,50,新街口地区,面包烘焙,9.2,9.1,9.2,172
南京,http://www.dianping.com/shop/1903243296,禄合門美蛙火锅,1903243296,50,新街口地区,四川火锅,9.2,9.1,9.2,112
南京,http://www.dianping.com/shop/1383560214,craftsman101%面包,1383560214,45,珠江路沿线,面包烘焙,8.7,8.7,9.0,21
南京,http://www.dianping.com/shop/109461600,翠园,109461600,45,新街口地区,粤菜馆,8.8,9.1,8.7,280
南京,http://www.dianping.com/shop/1619348657,喜识·冰糖葫芦炒酸奶专门店,1619348657,35,新街口地区,酸奶,8.1,8.0,7.9,16
南京,http://www.dianping.com/shop/706963957,哈灵牛蛙面,706963957,40,新街口地区,面馆,7.7,7.9,7.8,36
南京,http://www.dianping.com/shop/13897384,味真馄饨,13897384,40,建邺万达,馄饨,8.4,8.2,8.2,14
南京,http://www.dianping.com/shop/122286531,喜茶,122286531,50,新街口地区,茶饮果汁,9.1,9.1,8.9,29
南京,http://www.dianping.com/shop/32389454,柳州螺蛳粉,32389454,45,新街口地区,小吃快餐,8.6,8.2,8.5,20
南京,http://www.dianping.com/shop/130525871,刘佬大香蛙馆,130525871,50,胜太路,小吃快餐,9.1,9.0,9.1,76
南京,http://www.dianping.com/shop/8974855,叶新小吃,8974855,45,升州路/集庆路,快餐简餐,8.8,7.8,8.3,13
南京,http://www.dianping.com/shop/818067779,OK喔冰室茶餐厅,818067779,40,新街口地区,茶餐厅,7.9,7.9,8.0,40
南京,http://www.dianping.com/shop/1239576781,咕鹿流心披萨,1239576781,50,珠江路沿线,西餐,9.1,9.1,9.2,48
南京,http://www.dianping.com/shop/1194459839,青崧之丘日式面包屋,1194459839,45,新街口地区,面包烘焙,8.8,9.0,8.8,24
南京,http://www.dianping.com/shop/77752274,吕记肉夹馍,77752274,45,三牌楼,快餐简餐,8.8,7.9,8.5,10
南京,http://www.dianping.com/shop/15106050,南京大牌档,15106050,45,夫子庙地区,南京/江浙菜,8.8,8.9,8.7,72
南京,http://www.dianping.com/shop/22679500,My ChicKen传统韩国炸鸡,22679500,50,新街口地区,韩国料理,9.1,9.0,9.1,62
南京,http://www.dianping.com/shop/6267171,MvukeTokyo布歌东京,6267171,45,新街口地区,甜品,8.7,8.6,8.5,94
南京,http://www.dianping.com/shop/1905944324,蟹叁寶•蟹黄拌面,1905944324,45,新街口地区,面馆,8.6,8.7,8.9,45
南京,http://www.dianping.com/shop/1379653624,Kolo Kolo Donuts和风脆皮甜甜圈,1379653624,45,新街口地区,甜品,9.0,8.9,9.1,9
南京,http://www.dianping.com/shop/1353171390,冯三孃跷脚牛肉,1353171390,45,常府街/长白街,川菜家常菜,8.7,8.5,8.8,60
南京,http://www.dianping.com/shop/733279634,青桔和木鱼·新中式糕点,733279634,45,莫愁湖/水西门,面包烘焙,8.8,8.8,8.9,22
南京,http://www.dianping.com/shop/5210198,本家韩国料理,5210198,50,新街口地区,韩国料理,9.1,9.1,9.1,136
南京,http://www.dianping.com/shop/1126224374,杨记隆府,1126224374,40,百家湖,江湖菜,8.7,8.9,8.8,104
南京,http://www.dianping.com/shop/1594688324,船歌鱼水饺,1594688324,40,新街口地区,海鲜,8.0,7.8,8.1,47
南京,http://www.dianping.com/shop/98150368,迟慢·刘二蛋农场餐厅,98150368,50,珠江路沿线,苏浙菜,9.3,9.1,9.3,121
南京,http://www.dianping.com/shop/2704855,朱记小郑酥烧饼,2704855,45,夫子庙地区,快餐简餐,8.5,7.8,8.1,8
南京,http://www.dianping.com/shop/539403,多哩小馆,539403,45,常府街/长白街,家常菜,8.8,8.7,8.4,82
南京,http://www.dianping.com/shop/2521216,老鼓楼鸡鸣汤包,2521216,45,火车站/玄武湖,包子,8.5,7.7,8.0,25
南京,http://www.dianping.com/shop/1502422479,黄氏许特色牛奶甜品,1502422479,45,常府街/长白街,甜品,8.6,8.7,8.8,18
南京,http://www.dianping.com/shop/97097021,别走·甜品研究所,97097021,45,新街口地区,甜品,8.9,9.0,9.0,54
南京,http://www.dianping.com/shop/73563878,左庭右院鲜牛肉火锅,73563878,50,新街口地区,潮汕牛肉火锅,9.1,9.1,9.0,140
南京,http://www.dianping.com/shop/59408865,披萨大叔,59408865,45,南大/南师大,西餐,9.1,7.5,8.7,37
南京,http://www.dianping.com/shop/131404866,喜粤8号点心,131404866,45,新街口地区,粤式茶点,9.0,8.8,8.5,76
南京,http://www.dianping.com/shop/69255256,KOPH法桐手作甜點,69255256,50,新街口地区,面包烘焙,9.1,9.1,9.1,96
南京,http://www.dianping.com/shop/24829131,老虎滩大连海鲜烧烤,24829131,50,建邺万达,烧烤烤串,9.1,8.6,8.8,122
南京,http://www.dianping.com/shop/21076469,渝蛙馆,21076469,50,新街口地区,干锅/香锅,9.1,8.4,8.8,92
南京,http://www.dianping.com/shop/97450775,陳污污的半間店,97450775,45,新街口地区,快餐简餐,8.5,8.8,8.7,26
南京,http://www.dianping.com/shop/67824544,民国红公馆,67824544,50,夫子庙地区,淮扬菜,9.0,9.3,9.0,246
南京,http://www.dianping.com/shop/130471785,喜姐炸串总店,130471785,45,新街口地区,炸鸡炸串,8.7,8.5,8.7,27
南京,http://www.dianping.com/shop/102114114,luna烘焙工作室,102114114,50,新街口地区,面包烘焙,9.0,8.8,9.0,40
南京,http://www.dianping.com/shop/91384280,田螺大大·一间粉肆,91384280,45,新街口地区,小吃快餐,8.7,8.9,8.8,27
南京,http://www.dianping.com/shop/122901638,新白鹿餐厅,122901638,50,新街口地区,浙菜,8.8,9.1,9.1,65
南京,http://www.dianping.com/shop/122010537,月葉紅茶,122010537,50,新街口地区,茶饮果汁,9.0,9.2,9.1,20
苏州,http://www.dianping.com/shop/1753410915,麥吉machi machi,1753410915,40,塔园路,茶饮果汁,8.4,8.2,8.1,31
苏州,http://www.dianping.com/shop/124620078,LELECHA乐乐茶,124620078,45,东方之门,茶饮果汁,8.7,8.6,8.3,41
苏州,http://www.dianping.com/shop/18180078,一乐韩国炸鸡,18180078,50,博览中心,韩国料理,9.1,9.1,9.1,66
苏州,http://www.dianping.com/shop/584313825,相氏粑粑坊,584313825,45,观前街地区,面包烘焙,8.6,8.2,8.5,14
苏州,http://www.dianping.com/shop/1133238680,ZAKUZAKU,1133238680,40,苏州中心,甜品,8.4,8.4,8.6,35
苏州,http://www.dianping.com/shop/102984994,付小姐在成都,102984994,50,观前街地区,串串香,9.1,9.1,9.1,72
苏州,http://www.dianping.com/shop/97445072,朱靖哥哥网红鸡排,97445072,45,桐泾公园,炸鸡炸串,8.6,8.5,8.9,21
苏州,http://www.dianping.com/shop/1604312515,芋见他,1604312515,45,观前街地区,甜品,8.5,8.3,8.5,30
苏州,http://www.dianping.com/shop/5387328,青鹤谷,5387328,50,李公堤,韩国料理,9.1,9.2,9.2,153
苏州,http://www.dianping.com/shop/80428422,也崎日式西点|モザキ洋菓子店,80428422,50,博览中心,面包烘焙,9.0,8.9,9.0,72
苏州,http://www.dianping.com/shop/127651435,熊猫老灶火锅,127651435,50,观前街地区,川味火锅/麻辣火锅,9.1,9.1,9.1,112
苏州,http://www.dianping.com/shop/66720347,馋佬沛,66720347,40,十全街/凤凰街,江浙小吃,8.3,7.9,8.1,19
苏州,http://www.dianping.com/shop/22010498,和创·柚子日本料理,22010498,50,苏州中心,日式自助,9.1,9.0,9.1,287
苏州,http://www.dianping.com/shop/65846221,大救驾云南米线饵丝,65846221,45,姑苏区,米粉/米线,8.8,8.5,8.7,21
苏州,http://www.dianping.com/shop/125872124,YamaKawa開丼啦,125872124,50,苏州中心,日本料理,9.1,8.9,9.1,94
苏州,http://www.dianping.com/shop/18068234,捞王锅物料理,18068234,50,李公堤,猪肚鸡火锅,9.2,9.2,9.2,137
苏州,http://www.dianping.com/shop/93731618,喜茶,93731618,45,苏州中心,茶饮果汁,9.0,9.0,8.8,32
苏州,http://www.dianping.com/shop/540990,祥鑫饮食店,540990,45,十全街/凤凰街,快餐简餐,8.4,7.4,7.3,21
苏州,http://www.dianping.com/shop/69470857,我的收藏,69470857,50,狮山地区,私房菜,9.0,9.1,9.2,106
苏州,http://www.dianping.com/shop/2497915,明月楼·糕团店,2497915,45,盘门,面包烘焙,8.8,8.1,8.3,23
苏州,http://www.dianping.com/shop/92400777,蒋先生茶餐厅,92400777,50,圆融时代广场,茶餐厅,9.0,8.8,8.7,71
苏州,http://www.dianping.com/shop/95079855,鲍师傅糕点Pastry,95079855,45,观前街地区,面包烘焙,9.0,8.7,8.7,36
苏州,http://www.dianping.com/shop/20962819,OMBRA湖影,20962819,50,李公堤,西餐,9.0,9.3,9.2,399
苏州,http://www.dianping.com/shop/540383,蒙自过桥米线馆,540383,40,观前街地区,米粉/米线,8.3,7.5,7.6,26
苏州,http://www.dianping.com/shop/1230196108,La Fleur用心,1230196108,50,苏州中心,西餐,9.3,9.4,9.4,168
苏州,http://www.dianping.com/shop/596270244,纳吉ラーメン凪拉面,596270244,50,博览中心,日式面条,9.1,9.1,9.2,65
苏州,http://www.dianping.com/shop/98248550,Cake Star 甜星,98248550,45,苏州中心,甜品,8.5,8.9,8.8,65
苏州,http://www.dianping.com/shop/80530118,胖哥鱿鱼,80530118,50,新天地,烧烤烤串,9.2,8.5,8.8,32
苏州,http://www.dianping.com/shop/111568819,蛮好阁包子铺,111568819,45,平江路,面馆,9.1,8.8,8.8,15
苏州,http://www.dianping.com/shop/96421764,Dark Horse黑马烘焙,96421764,45,圆融时代广场,面包烘焙,9.0,8.8,8.9,217
苏州,http://www.dianping.com/shop/96060458,有时无界,96060458,45,苏州中心,茶餐厅,8.8,9.1,9.0,93
苏州,http://www.dianping.com/shop/97082551,cake u蛋糕甜品定制,97082551,50,塔园路,甜品,9.1,9.1,9.1,244
苏州,http://www.dianping.com/shop/131688990,半月斋,131688990,45,十全街/凤凰街,苏浙菜,8.8,8.8,9.0,46
苏州,http://www.dianping.com/shop/1674942917,Yearn Tours妍图,1674942917,40,石路地区,甜品,8.3,8.5,8.5,43
苏州,http://www.dianping.com/shop/121844283,Lim café,121844283,45,姑苏区,咖啡厅,8.5,9.0,8.7,69
苏州,http://www.dianping.com/shop/79617334,笑来喜无锡小笼,79617334,45,南门,包子,9.0,8.8,8.8,20
苏州,http://www.dianping.com/shop/127540187,红小满,127540187,45,十全街/凤凰街,快餐简餐,8.7,8.9,8.8,32
苏州,http://www.dianping.com/shop/92267165,bluefrog蓝蛙,92267165,50,苏州中心,西餐,9.0,9.1,9.1,146
苏州,http://www.dianping.com/shop/16816429,祖母的厨房西餐厅,16816429,50,龙湖狮山天街,西式正餐,9.0,9.2,9.1,139
苏州,http://www.dianping.com/shop/92522109,古洋食坊,92522109,50,苏州中心,茶餐厅,9.0,9.1,9.1,107
苏州,http://www.dianping.com/shop/860497189,裕兴记面馆,860497189,40,苏州中心,面馆,8.5,9.0,8.6,49
苏州,http://www.dianping.com/shop/2033866,农乐园炭火烤肉,2033866,50,苏州中心,韩式烤肉,9.1,8.7,8.6,89
苏州,http://www.dianping.com/shop/92859408,牛旺家炭烤牛肉店,92859408,50,东方之门,韩式烤肉,9.1,8.8,8.6,136
苏州,http://www.dianping.com/shop/97078620,湊湊火锅·茶憩,97078620,45,博览中心,火锅,8.9,9.1,9.0,151
苏州,http://www.dianping.com/shop/1845666526,月枫堂,1845666526,40,东方之门,甜品,8.5,8.6,8.6,29
苏州,http://www.dianping.com/shop/540282,长发西饼,540282,45,观前街地区,面包烘焙,8.4,8.0,7.8,24
苏州,http://www.dianping.com/shop/132293090,28TH HOUSE,132293090,45,南门,咖啡厅,8.8,9.1,9.0,57
苏州,http://www.dianping.com/shop/96322280,Rachel瑞秋甜品,96322280,45,景德路沿线,甜品,8.8,8.7,8.9,53
苏州,http://www.dianping.com/shop/69460833,姜记面拖大排鸡排,69460833,45,景德路沿线,炸鸡炸串,8.5,8.3,8.7,14
苏州,http://www.dianping.com/shop/1583043559,禾田大包,1583043559,40,盘门,包子,8.1,8.0,8.1,0
苏州,http://www.dianping.com/shop/3036214,文魁斋,3036214,35,正仪镇,江浙小吃,7.6,7.6,7.5,22
苏州,http://www.dianping.com/shop/38203437,熬八年火锅,38203437,50,博览中心,火锅,9.1,9.1,9.0,138
苏州,http://www.dianping.com/shop/102068180,PT lounge铂浪·扒房餐吧,102068180,50,南门,西餐,9.2,9.3,9.3,378
苏州,http://www.dianping.com/shop/66728505,酒田·炉端烧,66728505,50,苏州中心,日本料理,9.0,9.2,9.1,318
苏州,http://www.dianping.com/shop/96320484,蛙小侠,96320484,45,苏州中心,湘菜,9.0,9.0,8.9,88
苏州,http://www.dianping.com/shop/541021,阿福砂锅煲,541021,45,观前街地区,江浙小吃,8.5,8.1,8.2,25
苏州,http://www.dianping.com/shop/76989483,domybest·创意饭食,76989483,50,平江路,创意菜,9.1,9.1,9.1,60
苏州,http://www.dianping.com/shop/585282,荣阳楼,585282,40,山塘街,小吃,8.3,7.7,7.7,14
苏州,http://www.dianping.com/shop/1014273186,Cheeze Lab芝士家创意韩料,1014273186,45,景德路沿线,韩国料理,8.7,9.1,9.0,78
苏州,http://www.dianping.com/shop/13933051,味来成,13933051,45,博览中心,韩国料理,9.0,8.9,9.0,65
苏州,http://www.dianping.com/shop/110747842,万泰兴·苏式面馆,110747842,50,十全街/凤凰街,面馆,9.1,9.2,9.1,60
苏州,http://www.dianping.com/shop/1774866070,八驿·新概念日式海鲜串,1774866070,50,苏州中心,日式火锅,9.2,9.2,9.2,136
苏州,http://www.dianping.com/shop/1565904758,奈雪の茶,1565904758,40,前进路,茶饮果汁,8.3,8.3,8.2,37
苏州,http://www.dianping.com/shop/18244334,德天肥牛海鲜火锅,18244334,50,石路地区,海鲜火锅,9.1,9.0,8.9,107
苏州,http://www.dianping.com/shop/97172355,西贝莜面村,97172355,50,东方之门,西北菜,9.1,9.1,9.2,94
苏州,http://www.dianping.com/shop/838074315,盛天毛血旺,838074315,45,狮山地区,川菜家常菜,8.8,8.8,9.0,62
苏州,http://www.dianping.com/shop/113111195,夜小炭果木炭烤研究所,113111195,45,观前街地区,烤串,8.9,8.7,9.0,72
苏州,http://www.dianping.com/shop/728563649,鸡本无敌·中式炒鸡社,728563649,35,永旺梦乐城,川菜家常菜,7.8,8.2,8.0,89
苏州,http://www.dianping.com/shop/8951257,红霞泡泡馄饨,8951257,40,君子亭路,馄饨|抄手|扁食,8.3,7.2,7.5,20
苏州,http://www.dianping.com/shop/67571448,雅都大肉包,67571448,40,三香路沿线,包子,8.6,8.3,8.1,11
苏州,http://www.dianping.com/shop/98500210,TOMMY COFFEE,98500210,50,长桥地区,咖啡厅,9.0,9.0,9.1,28
苏州,http://www.dianping.com/shop/1214848464,糕大师,1214848464,40,姑苏区,面包烘焙,8.2,8.3,8.2,29
苏州,http://www.dianping.com/shop/130644802,LeTAO小樽洋菓子铺,130644802,45,苏州中心,面包烘焙,8.8,9.0,9.0,76
苏州,http://www.dianping.com/shop/1147998555,端点烤翅,1147998555,50,留园,烤串,9.1,9.1,9.1,53
苏州,http://www.dianping.com/shop/686210959,machi machi麥吉,686210959,30,观前街地区,茶饮果汁,7.6,7.9,8.1,29
苏州,http://www.dianping.com/shop/112487807,永荣肥肠鸡重庆火锅,112487807,45,阊胥路沿线,重庆火锅,8.8,8.4,8.8,80
苏州,http://www.dianping.com/shop/97240474,HaPa铪汃寿喜烧,97240474,45,塔园路,自助餐,8.9,8.9,9.0,146
苏州,http://www.dianping.com/shop/130443932,Miettè日式面包专门店,130443932,45,郭巷镇,面包烘焙,9.0,9.0,9.1,36
苏州,http://www.dianping.com/shop/108201516,吴越荣记,108201516,45,博览中心,苏帮菜,8.9,9.1,8.7,95
苏州,http://www.dianping.com/shop/131336851,虎丸和牛烧肉,131336851,45,博览中心,日式烧烤/烤肉,9.1,8.9,8.7,161
苏州,http://www.dianping.com/shop/97073974,越荟•西贡越南料理,97073974,50,苏州中心,东南亚菜,9.0,9.1,9.0,98
苏州,http://www.dianping.com/shop/1806662010,石藤咖啡,1806662010,40,十全街/凤凰街,咖啡厅,7.6,7.9,7.9,0
苏州,http://www.dianping.com/shop/130317068,拾壹雅苑,130317068,50,博览中心,闽南菜,9.2,9.3,9.3,257
苏州,http://www.dianping.com/shop/120095062,洪禧楼,120095062,50,苏州中心,粤菜馆,9.0,9.1,9.1,149
苏州,http://www.dianping.com/shop/67326418,老天桥蛙炉火锅,67326418,45,景德路沿线,重庆火锅,9.1,8.3,8.5,113
苏州,http://www.dianping.com/shop/18219843,VELLUTO意大利餐厅,18219843,45,李公堤,西餐,8.4,9.0,9.0,331
苏州,http://www.dianping.com/shop/530777508,啫啫有味猛火生啫煲,530777508,35,永旺梦乐城,顺德菜,7.7,7.7,7.7,87
苏州,http://www.dianping.com/shop/79428594,王氏林记烧饼,79428594,45,十全街/凤凰街,生煎/锅贴,8.5,7.3,7.7,9
苏州,http://www.dianping.com/shop/129847595,谭鸭血老火锅,129847595,45,博览中心,四川火锅,8.7,9.0,9.0,127
苏州,http://www.dianping.com/shop/21741378,217丰惠源抓饭,21741378,45,金鸡湖商业广场,快餐简餐,9.0,8.4,8.3,53
苏州,http://www.dianping.com/shop/129841455,美虾美蟹,129841455,50,湖东邻里中心,小龙虾,9.2,9.2,9.2,124
苏州,http://www.dianping.com/shop/5198602,苏州洲际酒店·里瓦地中海扒房,5198602,50,博览中心,西餐,9.1,9.2,9.2,828
苏州,http://www.dianping.com/shop/107696854,沿街烤肉,107696854,50,苏州中心,韩国料理,9.2,8.9,9.2,87
苏州,http://www.dianping.com/shop/75155798,花花卷卷,75155798,45,苏州乐园,面包烘焙,9.0,8.9,8.9,106
苏州,http://www.dianping.com/shop/98075326,simply thai天泰,98075326,50,苏州中心,东南亚菜,9.1,9.1,9.1,153
苏州,http://www.dianping.com/shop/129893315,电台巷火锅,129893315,45,观前街地区,重庆火锅,8.8,9.0,9.0,110
苏州,http://www.dianping.com/shop/1244331013,锅圈食汇,1244331013,35,木渎地区,虾蟹火锅,7.6,7.6,7.7,0
苏州,http://www.dianping.com/shop/1656161575,Bopeye 80'波派炸鸡&啤酒,1656161575,45,浒关镇,韩国料理,9.0,9.1,9.1,65
苏州,http://www.dianping.com/shop/1891444,松鹤楼,1891444,40,观前街地区,苏帮菜,7.7,7.9,7.4,148
苏州,http://www.dianping.com/shop/96510783,MatrixCoffee矩阵咖啡,96510783,45,苏州中心,咖啡厅,8.9,8.6,8.8,28
成都,http://www.dianping.com/shop/130648184,LELECHA乐乐茶,130648184,45,春熙路,茶饮果汁,8.9,9.0,9.0,38
成都,http://www.dianping.com/shop/644500097,吼堂老火锅·老成都火锅集市1930,644500097,50,春熙路,四川火锅,9.1,9.2,9.2,100
成都,http://www.dianping.com/shop/505631920,青桔和木鱼·新中式糕点,505631920,40,建设路,面包烘焙,8.4,8.3,8.5,21
成都,http://www.dianping.com/shop/1638434495,面包谷Grains n'Beans,1638434495,45,双桥子,面包烘焙,8.5,8.7,8.7,28
成都,http://www.dianping.com/shop/102795365,陶德砂锅,102795365,50,蜀汉路,川菜家常菜,9.1,9.1,9.2,57
成都,http://www.dianping.com/shop/1252751845,冒神,1252751845,40,春熙路,冒菜,8.0,7.8,8.0,21
成都,http://www.dianping.com/shop/1688851387,海椒市落舌·麻辣烫冒菜,1688851387,40,春熙路,冒菜,8.4,8.5,8.5,29
成都,http://www.dianping.com/shop/113080735,喜茶,113080735,45,春熙路,茶饮果汁,8.9,8.9,8.6,32
成都,http://www.dianping.com/shop/125764342,晶晶友味,125764342,45,双林路,包子,9.0,8.1,8.6,7
成都,http://www.dianping.com/shop/132168293,卤力拼卤味火锅,132168293,45,建设路,重庆火锅,8.7,9.0,8.3,87
成都,http://www.dianping.com/shop/24760959,天星正源火锅,24760959,45,东区音乐公园,重庆火锅,8.8,7.7,7.7,85
成都,http://www.dianping.com/shop/1621070633,鳗满·活烤鳗鱼专门店,1621070633,50,桐梓林,日本料理,9.2,8.7,9.2,97
成都,http://www.dianping.com/shop/2246110,宫廷糕点铺,2246110,45,北门大桥,面包烘焙,8.8,8.2,8.1,35
成都,http://www.dianping.com/shop/1729539567,青山研究所Aoyama Lab,1729539567,35,大慈寺,甜品,7.4,7.7,7.6,50
成都,http://www.dianping.com/shop/132072638,陈艳红市井老火锅,132072638,40,建设路,四川火锅,8.2,8.3,8.6,77
成都,http://www.dianping.com/shop/1096427143,厘途·LittleTravel,1096427143,45,望平街,咖啡厅,8.7,9.1,9.1,35
成都,http://www.dianping.com/shop/90085699,WE HOUSE维豪斯,90085699,50,高新区,西餐,9.0,9.2,9.0,135
成都,http://www.dianping.com/shop/13810171,冒椒火辣,13810171,45,宽窄巷子,串串香,9.0,7.7,8.1,67
成都,http://www.dianping.com/shop/99094746,园里火锅,99094746,50,高新区,川味火锅/麻辣火锅,8.8,9.3,9.0,147
成都,http://www.dianping.com/shop/127926237,柳飘飘亚洲烤肉集合店,127926237,45,九眼桥,融合烤肉,8.7,8.8,8.9,98
成都,http://www.dianping.com/shop/766326091,OMERTA CAFE•BAR,766326091,45,九眼桥,咖啡厅,8.7,8.9,8.9,29
成都,http://www.dianping.com/shop/90343673,饕林餐厅,90343673,50,春熙路,川菜家常菜,9.0,9.0,9.0,81
成都,http://www.dianping.com/shop/57268468,清真小马烤肉,57268468,45,桐梓林,烤串,8.7,7.7,8.3,58
成都,http://www.dianping.com/shop/132024748,贤合庄卤味火锅,132024748,40,春熙路,四川火锅,8.2,8.5,8.2,72
成都,http://www.dianping.com/shop/125955657,布林斯深盘披萨,125955657,40,建设路,西餐,8.2,8.4,8.5,64
成都,http://www.dianping.com/shop/129664144,% Arabica,129664144,40,春熙路,咖啡厅,8.1,8.2,8.3,45
成都,http://www.dianping.com/shop/1467741059,Pizza Marzano玛尚诺,1467741059,45,春熙路,西餐,8.7,9.0,8.9,107
成都,http://www.dianping.com/shop/1866149587,Pause Space,1866149587,45,望平街,咖啡厅,8.3,8.3,8.3,20
