names,direction,money,experience,condition,company,welfare
硬件项目经理,成都·高新区,12k-16k,经验3-5年 / 本科,移动互联网 / C轮 / 150-500人,咕咚,行业标杆 团队nice 薪酬给力
硬件研发总监,北京·知春路,20k-40k,经验5-10年 / 本科,"硬件,移动互联网 / B轮 / 50-150人",速感科技,免费午餐晚餐下午茶；弹性上下班；年终奖；
硬件工程师,杭州·余杭区,15k-20k,经验3-5年 / 本科,"硬件,其他 / B轮 / 150-500人",Uni-Ubi,"美女多,氛围好,扁平管理,六险一金"
硬件工程师,深圳·新安,18k-25k,经验3-5年 / 本科,"移动互联网,消费生活 / 不需要融资 / 50-150人",世纪天元,"硬件,工程师,BOM"
销售经理-智能硬件,北京·中关村,8k-15k,经验3-5年 / 本科,人工智能 / B轮 / 150-500人,爱奇艺智能,"平台大,氛围好,福利好"
硬件项目经理,北京·双井,15k-30k,经验3-5年 / 本科,人工智能 / A轮 / 150-500人,澎思科技,发展空间大
计算机硬件讲师,北京·南口,6k-8k,经验1-3年 / 大专,教育 / 未融资 / 2000人以上,工商管理专修学院,有带薪寒假，上五险，有宿舍，饭补，话补
硬件产品专员,深圳·园岭,7k-12k,经验1-3年 / 本科,电商 / 不需要融资 / 50-150人,光逸,双休 地铁口 年轻团队 发展前景大
硬件工程师（2020届）,广州·黄埔区,2k-4k,经验应届毕业生 / 本科,企业服务 / 上市公司 / 2000人以上,京信通信,大型上市公司
物联硬件产品经理,北京·复兴门,14k-28k,经验5-10年 / 本科,"企业服务,教育 / 不需要融资 / 50-150人",盛扬信远,五险一金、加班补助、完善福利
硬件工程师,深圳·坂田,10k-15k,经验1-3年 / 大专,"硬件,其他 / A轮 / 15-50人",鳍源科技,双休 发展空间大 五险一金 工作环境好
高级硬件工程师,北京·海淀区,25k-50k,经验3-5年 / 本科,文娱丨内容 / C轮 / 2000人以上,字节跳动,六险一金，弹性工作，免费三餐，租房补贴
硬件工程师,广州·淘金,10k-15k,经验3-5年 / 本科,移动互联网 / A轮 / 50-150人,拿火音乐,五险、双休、弹性上班、独栋别墅办公区
硬件测试员,佛山·顺德区,5k-9k,经验1-3年 / 大专,房产家居 / 不需要融资 / 2000人以上,美的置业,五险一金 餐补房补 扁平管理 技能培训
嵌入式软件工程师,深圳·南山区,20k-40k,经验3-5年 / 本科,电商 / 未融资 / 150-500人,深圳市晨北科技有限公司,"七险一金,团队氛围好,发展迅速,平台广"
嵌入式硬件工程师,深圳·福田区,15k-30k,经验3-5年 / 本科,"医疗丨健康,人工智能 / A轮 / 50-150人",旭宏医疗,朝阳行业，福田CBD
嵌入式开发工程师,北京·西三旗,15k-30k,经验3-5年 / 本科,硬件 / 上市公司 / 500-2000人,Roborock,六险一金、朝阳行业
高级嵌入式工程师（网通产品）,北京·百子湾,20k-40k,经验5-10年 / 本科,"移动互联网,消费生活 / D轮及以上 / 150-500人",迈外迪,AP AC 交换机 路由 4G
嵌入式软件架构师,深圳·龙华新区,30k-60k,经验5-10年 / 本科,其他 / 不需要融资 / 500-2000人,宝能汽车,福利待遇 广阔平台 头部企业
高级嵌入式工程师,北京·西北旺,25k-35k,经验5-10年 / 本科,移动互联网 / A轮 / 50-150人,上海摩象网络科技有限公司,"氛围好,创业公司,五险一金,领导Nic"
资深嵌入式开发工程师,杭州·西溪,15k-25k,经验5-10年 / 本科,社交 / C轮 / 150-500人,亲宝宝,c轮公司 全额公积金 姨妈假
嵌入式软件工程师,成都·龙泉驿区,12k-18k,经验5-10年 / 本科,"医疗丨健康,数据服务 / 未融资 / 50-150人",武汉心络科技有限公司,五险一金
嵌入式软件主管,深圳·南山区,30k-40k,经验5-10年 / 本科,"消费生活,汽车丨出行 / A轮 / 500-2000人",街电科技,高薪
嵌入式测试专家,上海·长征,30k-50k,经验5-10年 / 本科,消费生活 / D轮及以上 / 2000人以上,饿了么,平台好，待遇优，发展前景广阔。
嵌入式开发工程师（职能硬件）,杭州·西溪,10k-20k,经验3-5年 / 本科,社交 / C轮 / 150-500人,亲宝宝,c轮公司 全额公积金 带薪年假 姨妈假
嵌入式开发工程师,成都·武侯区,15k-25k,经验3-5年 / 本科,移动互联网 / 上市公司 / 150-500人,迅游网络,六险一金，餐补，带薪年假，年度体检
嵌入式软件工程师,北京·海淀区,15k-30k,经验1-3年 / 不限,"移动互联网,企业服务 / A轮 / 150-500人",Aibee,人工智能 创业氛围
嵌入式软件工程师,广州·萝岗区,10k-20k,经验1-3年 / 本科,"移动互联网,硬件 / 上市公司 / 150-500人",亿航智能无人机Ehang,双休、五险一金、免费工作餐、班车接送
嵌入式软件开发工程师,杭州·江南,12k-20k,经验1-3年 / 本科,不限 / 上市公司 / 2000人以上,海康威视,"发展平台,朝阳行业,技能培训"
后端高级工程师（Python）,北京·团结湖,20k-35k,经验3-5年 / 本科,"移动互联网,金融 / D轮及以上 / 500-2000人",闪银奇异,免费午餐 成长空间大 团队氛围好
BI开发工程师（Python/Go）,北京·双榆树,20k-40k,经验不限 / 本科,"移动互联网,游戏 / 不需要融资 / 2000人以上",边锋,薪资美丽，福利丰厚
中级Python开发工程师,上海·张江,15k-25k,经验3-5年 / 本科,"移动互联网,电商 / B轮 / 50-150人",NextTao 互道信息,技术氛围浓郁 团队氛围轻松 发展空间大
Python高级开发工程师,上海·张江,20k-40k,经验3-5年 / 本科,"移动互联网,电商 / B轮 / 50-150人",NextTao 互道信息,互联网零售革命的推动者
Python开发工程师（爬虫）,深圳·南头,12k-20k,经验3-5年 / 本科,企业服务 / 上市公司 / 500-2000人,极光,"五险一金,奖金丰厚,福利多多,定期体检"
高级python研发工程师,北京·西三旗,20k-30k,经验3-5年 / 本科,"信息安全,数据服务 / B轮 / 50-150人",源清慧虹,"二次医疗,健身场所,福利补助"
Python后端开发工程师SH,上海·虹口区,10k-20k,经验1-3年 / 本科,金融 / 不需要融资 / 500-2000人,通联数据,两餐补贴；交通补贴；通讯补贴；环境优越
Python高级开发工程师,北京·皂君庙,15k-25k,经验1-3年 / 本科,金融 / D轮及以上 / 150-500人,北京理享家,"B轮企业,成熟产品,成长快速,氛围浓厚"
高级Python后端开发工程师,北京·牡丹园,20k-40k,经验3-5年 / 本科,"医疗丨健康,数据服务 / B轮 / 15-50人",GeneDock,医疗大数据独角兽
高级Python工程师（爬虫）(J10059),广州·珠江新城,15k-25k,经验5-10年 / 本科,"移动互联网,医疗丨健康 / 不需要融资 / 150-500人",中康资讯,大健康产业 发展前景大 福利佳
课程设计（python）实习,深圳·南山区,3k-4k,经验应届毕业生 / 本科,"移动互联网,教育 / C轮 / 2000人以上",编程猫,风口行业，发展空间大，福利诱人
Python Web开发工程师,北京·中关村,15k-20k,经验3-5年 / 大专,企业服务 / B轮 / 50-150人,缔联科技,跟技术大牛一起遨游，下午茶零食
高级python后端开发工程师,上海·徐汇区,20k-35k,经验5-10年 / 本科,移动互联网 / C轮 / 150-500人,问卷网@爱调研,发展空间领导nice 能力提升主人翁角色
Python开发工程师,成都·高新区,10k-15k,经验3-5年 / 本科,"金融,软件开发 / 不需要融资 / 少于15人",青觉科技,周末双休，无加班，办公环境好，氛围好。
Python/Django 工程师,天津·滨海新区,8k-16k,经验3-5年 / 不限,物联网 区块链 / 不需要融资 / 50-150人,华鼎石油,福利待遇好，发展前景优
硬件工程师,深圳·南山区,10k-15k,经验1-3年 / 本科,硬件 / 天使轮 / 少于15人,大寰机器人,五险一金，年底双薪，带薪年假，公司气氛好
教育硬件销售经理,北京·海淀区,25k-35k,经验不限 / 本科,文娱丨内容 / C轮 / 2000人以上,字节跳动,"六险一金,餐补"
无人机配送中心-高级硬件专家,北京·朝阳区,25k-45k,经验5-10年 / 本科,消费生活 / 上市公司 / 2000人以上,美团点评,自动驾驶前瞻技术，创新应用，大落地场景
硬件产品经理,北京·朝阳区,20k-40k,经验3-5年 / 本科,人工智能 / A轮 / 150-500人,澎思科技,发展空间大
硬件测试工程师,厦门·金尚路,8k-16k,经验3-5年 / 本科,"硬件,其他 / 不需要融资 / 2000人以上",立达信物联科技股份有限公司,福利齐全，专家云集，引领智能生活
助理编辑（游戏硬件方向）,惠州·惠阳区,4k-6k,经验应届毕业生 / 大专,"移动互联网,广告营销 / 上市公司 / 500-2000人",中关村在线,弹性工作、周末双休、五险一金
算法工程师-硬件方向,深圳·科技园,20k-35k,经验3-5年 / 硕士,"企业服务,数据服务 / A轮 / 50-150人",星云Clustar,AI领域 前沿技术 专家指导 培训分享
WMPS-美团配送-硬件方案架构师,北京·朝阳区,30k-50k,经验5-10年 / 本科,消费生活 / 上市公司 / 2000人以上,美团点评,核心业务 优秀团队 发展空间
高级硬件工程师,深圳·宝安区,13k-25k,经验3-5年 / 本科,硬件 / A轮 / 50-150人,海柔创新,"产品好,团队好,学习型,期权多"
产品项目经理（硬件）,北京·望京,15k-30k,经验5-10年 / 本科,"数据服务,广告营销 / D轮及以上 / 2000人以上",明略科技集团,大牛多
硬件工程师,深圳·龙华新区,15k-20k,经验3-5年 / 大专,硬件 / 不需要融资 / 150-500人,度申,丰厚年终奖
产品经理-智能硬件,佛山·顺德区,15k-30k,经验3-5年 / 本科,房产家居 / 不需要融资 / 2000人以上,美的置业,五险一金 车补房补 季度绩效 发展平台大
产品经理（硬件）,深圳·南山区,20k-25k,经验3-5年 / 本科,"电商,消费生活 / A轮 / 150-500人",广州皓醒湾科技有限公司,高端产品
物联网硬件工程师,深圳·南山区,8k-15k,经验1-3年 / 本科,企业服务 / 未融资 / 15-50人,云兴科技,"成长空间大,弹性工作制,公司氛围好"
高级硬件工程师,成都·高新区,10k-15k,经验3-5年 / 大专,"移动互联网,硬件 / 未融资 / 50-150人",广聚其力,"周末双休,五险一金,带薪休假,环境好"
嵌入式软件工程师,深圳·龙华新区,20k-40k,经验3-5年 / 本科,其他 / 不需要融资 / 500-2000人,宝能汽车,福利待遇 广阔平台 头部企业
嵌入式工程师-DVL,重庆·渝北区,7k-14k,经验1-3年 / 大专,移动互联网 / 未融资 / 50-150人,鼎度科技,嵌入式，ros
嵌入式开发（C开发）,武汉·南湖,12k-22k,经验3-5年 / 大专,"移动互联网,游戏 / 未融资 / 150-500人",武汉掌中宝,"五险,全勤奖,下午茶,员工活动"
嵌入式硬件开发工程师,上海·洋泾,10k-15k,经验3-5年 / 不限,软件开发 / 天使轮 / 15-50人,银领网络,餐补、节日福利、五险一金、包住
测试开发工程师-嵌入式,北京·海淀区,15k-30k,经验3-5年 / 本科,"移动互联网,企业服务 / A轮 / 150-500人",Aibee,"股权激励,**团队"
嵌入式软件开发工程师,上海·世纪公园,20k-35k,经验3-5年 / 本科,硬件 / 上市公司 / 500-2000人,Roborock,人工智能行业；
嵌入式软件工程师,北京·朝阳区,20k-40k,经验3-5年 / 本科,人工智能 / A轮 / 150-500人,澎思科技,空间大
高级linux嵌入式工程师,深圳·福田区,20k-32k,经验5-10年 / 本科,移动互联网 / 未融资 / 150-500人,中联创新,"五险一金,绩效奖金,弹性工作，节日福利"
高级无线嵌入式工程师,深圳·福田区,20k-32k,经验5-10年 / 本科,移动互联网 / 未融资 / 150-500人,中联创新,"五险一金,绩效奖金,弹性工作，节日福利"
嵌入式3D HMI开发,上海·嘉定区,30k-45k,经验3-5年 / 本科,"移动互联网,硬件 / 上市公司 / 2000人以上",NIO蔚来,五险一金，补充公积金，带薪休假
嵌入式开发,北京·回龙观,15k-20k,经验3-5年 / 本科,移动互联网 / 未融资 / 50-150人,北京乐驾科技有限公司,"六险一金,餐补,不打卡,定期体检"
嵌入式软件开发工程师,杭州·余杭区,15k-25k,经验3-5年 / 本科,"硬件,其他 / B轮 / 150-500人",Uni-Ubi,技术大牛，扁平化管理，六险一金开发氛围佳
AGV单片机、嵌入式工程师,苏州·吴江区,13k-20k,经验3-5年 / 本科,"移动互联网,电商 / 不需要融资 / 50-150人",苏州恒力智能科技有限公司,世界500强 五险一金
嵌入式linux软件工程师,深圳·宝安区,15k-30k,经验3-5年 / 本科,硬件 / A轮 / 50-150人,海柔创新,"产品好,团队好,学习型,期权多"
嵌入式Linux软件工程师,北京·朝阳区,15k-20k,经验1-3年 / 本科,"企业服务,硬件 / A轮 / 15-50人",青莲云,五险一金，补充医疗，带薪年假，优秀团队
Python后台开发工程师,深圳·西乡,15k-30k,经验3-5年 / 本科,移动互联网 / B轮 / 150-500人,小步网络,"待遇优厚,成长空间大,弹性上班,下午茶"
Python开发工程师-变现业务,北京·海淀区,25k-40k,经验1-3年 / 本科,文娱丨内容 / C轮 / 2000人以上,字节跳动,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资
python后端开发工程师,上海·江湾,8k-16k,经验1-3年 / 本科,"金融,数据服务 / 不需要融资 / 15-50人",九鞅科技,"后端软件工程师, 与行业**团队直接合作"
Python大数据工程师,深圳·南山区,18k-30k,经验3-5年 / 本科,"移动互联网,数据服务 / A轮 / 50-150人",海知智能,创新前沿，发展空间大，技术牛人，
高级后端开发工程师（Python或Java）,北京·牡丹园,20k-40k,经验3-5年 / 本科,"医疗丨健康,数据服务 / B轮 / 15-50人",GeneDock,医疗大数据独角兽
python后台开发工程师,深圳·科技园,15k-25k,经验3-5年 / 本科,"移动互联网,社交 / C轮 / 150-500人",悦动,C轮独角兽；亿级用户量；每日下午茶
Python工程师 - 实习,天津·国际大厦,3k-4k,经验不限 / 本科,"金融,数据服务 / 不需要融资 / 50-150人",联合咨询,"技术导向,扁平管理,留用机会,发展空间"
云计算中间件-Java/python,杭州·西湖区,10k-17k,经验3-5年 / 本科,"移动互联网,企业服务 / 不需要融资 / 500-2000人",金道天成,五险一金，13薪，定期团建
Python Web 后端研发工程师,杭州·拱墅区,15k-30k,经验1-3年 / 本科,"电商,企业服务 / 不需要融资 / 15-50人",美登科技,"六险二金,技术大神带,全年17薪"
Python开发工程师,广州·天河区,15k-26k,经验3-5年 / 本科,"电商,消费生活 / 上市公司 / 500-2000人",太平洋网络有限公司,五险一金 发展空间 大型互联网公司
高级python后端工程师（AI平台）,上海·闵行区,20k-30k,经验3-5年 / 本科,"硬件,移动互联网 / A轮 / 150-500人",Flexiv Robotics,斯坦福团队 AI机器人行业 高成长空间
少儿编程老师-C++.PYTHON.JAVA,北京·大兴区,10k-15k,经验1-3年 / 本科,"移动互联网,教育 / 上市公司 / 2000人以上",达内集团,工作时间轻松 发展快速 年轻化团队
